PaymentMethod,MonthlyCharges,InternetService,DeviceProtection,OnlineSecurity
Mailed check,20.25,No,No internet service,No internet service
Mailed check,34.25,DSL,No,Yes
Mailed check,58.5,DSL,Yes,Yes
Credit card (automatic),55.8,DSL,Yes,Yes
Bank transfer (automatic),88.9,Fiber optic,No,No
Mailed check,57.65,DSL,No,Yes
Electronic check,96.2,Fiber optic,No,No
Mailed check,79.15,DSL,Yes,Yes
Credit card (automatic),108.05,Fiber optic,Yes,No
Electronic check,74.4,Fiber optic,Yes,No
Electronic check,94.8,Fiber optic,No,No
Electronic check,45.9,DSL,No,No
Electronic check,105.3,Fiber optic,Yes,No
Electronic check,102.6,Fiber optic,Yes,No
Bank transfer (automatic),73.85,Fiber optic,No,No
Bank transfer (automatic),61.35,DSL,Yes,No
Electronic check,57.55,DSL,Yes,No
Mailed check,29.25,DSL,No,No
Electronic check,84.55,Fiber optic,No,No
Credit card (automatic),19.6,No,No internet service,No internet service
Credit card (automatic),111.75,Fiber optic,Yes,Yes
Electronic check,106.5,Fiber optic,Yes,No
Credit card (automatic),107.7,Fiber optic,No,Yes
Mailed check,19.3,No,No internet service,No internet service
Bank transfer (automatic),20.05,No,No internet service,No internet service
Credit card (automatic),69.95,Fiber optic,No,No
Credit card (automatic),63.7,DSL,No,Yes
Credit card (automatic),24.75,No,No internet service,No internet service
Bank transfer (automatic),50.9,DSL,No,Yes
Credit card (automatic),60.4,DSL,Yes,Yes
Mailed check,79.25,DSL,Yes,Yes
Credit card (automatic),85.8,Fiber optic,No,No
Electronic check,24.45,DSL,No,No
Credit card (automatic),110.1,Fiber optic,Yes,Yes
Mailed check,90.7,Fiber optic,No,No
Credit card (automatic),25.3,No,No internet service,No internet service
Electronic check,105.7,Fiber optic,Yes,No
Electronic check,85.2,Fiber optic,No,No
Mailed check,24.35,No,No internet service,No internet service
Electronic check,24.25,DSL,No,No
Bank transfer (automatic),25.1,No,No internet service,No internet service
Bank transfer (automatic),54.55,DSL,No,Yes
Mailed check,96.6,Fiber optic,Yes,Yes
Electronic check,76.5,Fiber optic,No,No
Credit card (automatic),81.15,DSL,Yes,Yes
Electronic check,38.5,DSL,No,Yes
Electronic check,92.9,Fiber optic,No,No
Electronic check,93.5,Fiber optic,No,No
Mailed check,84.7,DSL,Yes,Yes
Electronic check,66.0,DSL,No,Yes
Credit card (automatic),101.5,Fiber optic,No,No
Bank transfer (automatic),74.9,Fiber optic,No,Yes
Mailed check,20.75,No,No internet service,No internet service
Credit card (automatic),61.45,DSL,No,No
Mailed check,54.5,DSL,No,Yes
Electronic check,69.6,Fiber optic,No,No
Electronic check,99.75,Fiber optic,Yes,No
Bank transfer (automatic),109.75,Fiber optic,Yes,No
Bank transfer (automatic),80.85,DSL,Yes,Yes
Mailed check,20.3,No,No internet service,No internet service
Bank transfer (automatic),67.8,DSL,Yes,Yes
Mailed check,24.05,No,No internet service,No internet service
Credit card (automatic),19.8,No,No internet service,No internet service
Bank transfer (automatic),25.7,No,No internet service,No internet service
Electronic check,56.15,DSL,Yes,No
Bank transfer (automatic),86.7,DSL,Yes,Yes
Mailed check,20.4,No,No internet service,No internet service
Mailed check,19.65,No,No internet service,No internet service
Electronic check,50.55,DSL,No,No
Mailed check,54.35,DSL,No,No
Credit card (automatic),108.1,Fiber optic,Yes,Yes
Mailed check,54.45,DSL,No,Yes
Mailed check,45.35,DSL,No,No
Mailed check,59.0,DSL,Yes,Yes
Electronic check,69.45,DSL,Yes,Yes
Electronic check,100.55,Fiber optic,No,No
Credit card (automatic),64.95,DSL,Yes,Yes
Mailed check,20.5,No,No internet service,No internet service
Mailed check,18.85,No,No internet service,No internet service
Bank transfer (automatic),19.8,No,No internet service,No internet service
Bank transfer (automatic),25.05,DSL,No,No
Bank transfer (automatic),74.8,Fiber optic,Yes,No
Credit card (automatic),114.3,Fiber optic,Yes,Yes
Electronic check,24.45,DSL,No,No
Credit card (automatic),109.2,Fiber optic,Yes,Yes
Bank transfer (automatic),45.05,DSL,Yes,Yes
Mailed check,51.0,DSL,No,No
Bank transfer (automatic),110.45,Fiber optic,Yes,No
Electronic check,84.65,Fiber optic,Yes,No
Mailed check,60.05,DSL,No,Yes
Bank transfer (automatic),44.65,DSL,No,No
Bank transfer (automatic),93.25,Fiber optic,No,No
Mailed check,20.25,No,No internet service,No internet service
Mailed check,25.45,No,No internet service,No internet service
Mailed check,20.6,No,No internet service,No internet service
Electronic check,94.1,Fiber optic,No,No
Mailed check,34.8,DSL,Yes,Yes
Bank transfer (automatic),60.75,DSL,Yes,Yes
Electronic check,51.35,DSL,No,No
Credit card (automatic),64.05,DSL,Yes,Yes
Bank transfer (automatic),84.8,DSL,Yes,No
Credit card (automatic),71.0,Fiber optic,No,No
Mailed check,50.15,DSL,No,No
Credit card (automatic),94.6,Fiber optic,Yes,Yes
Mailed check,59.75,DSL,Yes,Yes
Electronic check,100.25,Fiber optic,No,No
Electronic check,98.9,Fiber optic,No,No
Credit card (automatic),97.7,Fiber optic,No,No
Electronic check,40.3,DSL,Yes,No
Bank transfer (automatic),60.25,DSL,No,Yes
Electronic check,56.25,DSL,Yes,No
Bank transfer (automatic),46.2,DSL,No,Yes
Electronic check,50.6,DSL,No,No
Mailed check,24.9,No,No internet service,No internet service
Electronic check,84.85,Fiber optic,Yes,No
Mailed check,65.7,DSL,No,No
Credit card (automatic),63.35,DSL,Yes,No
Bank transfer (automatic),50.1,DSL,No,Yes
Electronic check,70.5,Fiber optic,No,No
Electronic check,94.85,Fiber optic,Yes,No
Electronic check,50.15,DSL,No,Yes
Mailed check,19.75,No,No internet service,No internet service
Bank transfer (automatic),64.65,DSL,No,Yes
Bank transfer (automatic),79.6,DSL,No,Yes
Mailed check,19.5,No,No internet service,No internet service
Electronic check,99.55,Fiber optic,No,Yes
Electronic check,74.0,Fiber optic,No,No
Electronic check,38.9,DSL,No,Yes
Electronic check,79.55,Fiber optic,No,No
Electronic check,65.45,DSL,No,Yes
Electronic check,98.7,Fiber optic,Yes,No
Bank transfer (automatic),46.3,DSL,No,Yes
Credit card (automatic),99.35,Fiber optic,Yes,Yes
Electronic check,95.8,Fiber optic,No,No
Bank transfer (automatic),67.5,DSL,Yes,Yes
Credit card (automatic),78.15,Fiber optic,No,Yes
Mailed check,26.1,No,No internet service,No internet service
Electronic check,69.6,Fiber optic,No,No
Electronic check,84.35,DSL,Yes,Yes
Electronic check,100.2,Fiber optic,No,No
Electronic check,78.05,Fiber optic,No,No
Credit card (automatic),40.35,DSL,No,No
Credit card (automatic),79.2,DSL,Yes,Yes
Mailed check,20.9,No,No internet service,No internet service
Electronic check,73.6,Fiber optic,No,No
Electronic check,74.75,Fiber optic,No,No
Mailed check,49.9,DSL,No,Yes
Credit card (automatic),68.9,DSL,No,No
Mailed check,20.25,No,No internet service,No internet service
Credit card (automatic),76.0,Fiber optic,No,No
Electronic check,74.0,Fiber optic,No,No
Mailed check,82.3,Fiber optic,No,Yes
Bank transfer (automatic),89.4,Fiber optic,Yes,Yes
Credit card (automatic),99.15,Fiber optic,No,No
Mailed check,20.2,No,No internet service,No internet service
Bank transfer (automatic),29.45,DSL,No,Yes
Electronic check,19.8,No,No internet service,No internet service
Bank transfer (automatic),59.15,DSL,No,Yes
Electronic check,44.75,DSL,No,No
Credit card (automatic),90.8,Fiber optic,Yes,No
Bank transfer (automatic),49.55,DSL,No,No
Credit card (automatic),106.7,Fiber optic,No,Yes
Electronic check,93.55,Fiber optic,No,No
Credit card (automatic),94.45,Fiber optic,No,Yes
Bank transfer (automatic),19.45,No,No internet service,No internet service
Electronic check,25.05,DSL,No,No
Mailed check,67.95,DSL,No,Yes
Bank transfer (automatic),65.25,DSL,Yes,No
Bank transfer (automatic),99.45,Fiber optic,Yes,Yes
Credit card (automatic),20.35,No,No internet service,No internet service
Mailed check,19.95,No,No internet service,No internet service
Bank transfer (automatic),77.4,DSL,Yes,Yes
Bank transfer (automatic),19.7,No,No internet service,No internet service
Credit card (automatic),99.7,Fiber optic,Yes,Yes
Credit card (automatic),74.8,Fiber optic,No,No
Mailed check,19.15,No,No internet service,No internet service
Bank transfer (automatic),78.95,Fiber optic,No,No
Electronic check,95.55,Fiber optic,Yes,No
Credit card (automatic),62.85,DSL,No,Yes
Credit card (automatic),71.55,Fiber optic,No,No
Electronic check,94.95,Fiber optic,No,No
Credit card (automatic),86.1,Fiber optic,Yes,Yes
Mailed check,19.55,No,No internet service,No internet service
Mailed check,24.8,No,No internet service,No internet service
Electronic check,39.3,DSL,No,No
Mailed check,84.05,Fiber optic,Yes,No
Electronic check,36.25,DSL,No,No
Mailed check,20.25,No,No internet service,No internet service
Electronic check,23.9,DSL,No,No
Electronic check,98.6,Fiber optic,No,No
Credit card (automatic),103.65,Fiber optic,Yes,No
Credit card (automatic),92.9,DSL,Yes,Yes
Bank transfer (automatic),19.9,No,No internet service,No internet service
Credit card (automatic),20.1,No,No internet service,No internet service
Electronic check,85.45,Fiber optic,Yes,No
Electronic check,80.5,Fiber optic,No,No
Bank transfer (automatic),99.9,Fiber optic,No,No
Electronic check,39.85,DSL,Yes,No
Credit card (automatic),60.5,DSL,No,Yes
Electronic check,84.8,Fiber optic,No,No
Mailed check,103.85,Fiber optic,Yes,Yes
Bank transfer (automatic),67.8,DSL,No,Yes
Electronic check,75.2,Fiber optic,No,No
Bank transfer (automatic),24.85,No,No internet service,No internet service
Credit card (automatic),19.35,No,No internet service,No internet service
Electronic check,49.35,DSL,No,No
Electronic check,89.0,Fiber optic,No,No
Electronic check,55.0,DSL,Yes,No
Bank transfer (automatic),76.15,DSL,Yes,Yes
Mailed check,20.3,No,No internet service,No internet service
Electronic check,74.9,Fiber optic,No,No
Credit card (automatic),117.35,Fiber optic,Yes,Yes
Mailed check,19.75,No,No internet service,No internet service
Credit card (automatic),45.2,DSL,No,No
Mailed check,25.2,No,No internet service,No internet service
Electronic check,89.75,Fiber optic,Yes,Yes
Bank transfer (automatic),75.0,DSL,No,Yes
Mailed check,49.95,DSL,Yes,No
Bank transfer (automatic),65.7,DSL,Yes,Yes
Credit card (automatic),67.05,DSL,Yes,Yes
Credit card (automatic),110.9,Fiber optic,Yes,No
Bank transfer (automatic),87.95,Fiber optic,No,No
Credit card (automatic),19.8,No,No internet service,No internet service
Bank transfer (automatic),75.7,DSL,Yes,No
Mailed check,62.15,DSL,Yes,Yes
Electronic check,101.25,Fiber optic,Yes,No
Bank transfer (automatic),115.15,Fiber optic,Yes,Yes
Mailed check,18.95,No,No internet service,No internet service
Mailed check,19.5,No,No internet service,No internet service
Electronic check,86.55,Fiber optic,No,No
Credit card (automatic),28.6,DSL,No,No
Mailed check,20.4,No,No internet service,No internet service
Bank transfer (automatic),19.8,No,No internet service,No internet service
Mailed check,45.65,DSL,No,No
Mailed check,56.4,DSL,Yes,Yes
Credit card (automatic),73.3,Fiber optic,No,No
Electronic check,24.35,DSL,No,No
Electronic check,101.35,Fiber optic,Yes,No
Electronic check,98.65,Fiber optic,No,No
Mailed check,33.6,DSL,No,No
Bank transfer (automatic),79.9,Fiber optic,Yes,No
Electronic check,20.7,No,No internet service,No internet service
Electronic check,104.05,Fiber optic,Yes,No
Bank transfer (automatic),20.25,No,No internet service,No internet service
Electronic check,103.3,Fiber optic,Yes,No
Credit card (automatic),73.7,DSL,No,Yes
Credit card (automatic),96.2,Fiber optic,No,Yes
Electronic check,108.75,Fiber optic,Yes,No
Bank transfer (automatic),20.15,No,No internet service,No internet service
Credit card (automatic),19.75,No,No internet service,No internet service
Credit card (automatic),25.95,No,No internet service,No internet service
Electronic check,70.05,DSL,No,Yes
Mailed check,24.05,No,No internet service,No internet service
Electronic check,84.75,Fiber optic,No,No
Mailed check,23.05,No,No internet service,No internet service
Electronic check,104.15,Fiber optic,Yes,No
Credit card (automatic),59.95,DSL,Yes,Yes
Bank transfer (automatic),19.55,No,No internet service,No internet service
Bank transfer (automatic),19.6,No,No internet service,No internet service
Mailed check,20.05,No,No internet service,No internet service
Electronic check,85.55,Fiber optic,No,No
Credit card (automatic),78.6,DSL,Yes,Yes
Credit card (automatic),116.8,Fiber optic,Yes,Yes
Mailed check,43.55,DSL,No,Yes
Credit card (automatic),60.8,DSL,Yes,No
Bank transfer (automatic),54.9,DSL,No,No
Electronic check,65.2,DSL,Yes,No
Credit card (automatic),102.95,Fiber optic,Yes,No
Electronic check,90.6,Fiber optic,No,No
Bank transfer (automatic),50.8,DSL,No,No
Electronic check,90.05,Fiber optic,No,No
Electronic check,108.2,Fiber optic,Yes,No
Bank transfer (automatic),92.0,DSL,Yes,Yes
Electronic check,75.1,Fiber optic,No,No
Bank transfer (automatic),25.05,No,No internet service,No internet service
Electronic check,75.15,Fiber optic,No,No
Mailed check,19.5,No,No internet service,No internet service
Credit card (automatic),19.3,No,No internet service,No internet service
Credit card (automatic),112.2,Fiber optic,Yes,Yes
Mailed check,70.3,Fiber optic,No,No
Mailed check,19.6,No,No internet service,No internet service
Mailed check,20.25,No,No internet service,No internet service
Electronic check,75.85,Fiber optic,No,No
Bank transfer (automatic),80.65,DSL,No,Yes
Electronic check,68.5,Fiber optic,No,No
Credit card (automatic),115.75,Fiber optic,Yes,Yes
Electronic check,73.5,Fiber optic,No,Yes
Bank transfer (automatic),80.6,DSL,Yes,Yes
Mailed check,69.95,Fiber optic,No,No
Bank transfer (automatic),59.55,DSL,Yes,Yes
Mailed check,19.05,No,No internet service,No internet service
Electronic check,95.65,Fiber optic,Yes,Yes
Credit card (automatic),19.95,No,No internet service,No internet service
Electronic check,70.05,DSL,Yes,No
Mailed check,19.4,No,No internet service,No internet service
Credit card (automatic),36.1,DSL,Yes,No
Electronic check,94.0,Fiber optic,Yes,No
Mailed check,61.15,DSL,Yes,Yes
Mailed check,19.75,No,No internet service,No internet service
Credit card (automatic),64.1,DSL,No,Yes
Credit card (automatic),19.75,No,No internet service,No internet service
Mailed check,19.7,No,No internet service,No internet service
Electronic check,110.2,Fiber optic,Yes,Yes
Credit card (automatic),106.35,Fiber optic,No,Yes
Electronic check,90.55,Fiber optic,Yes,No
Mailed check,65.9,DSL,Yes,No
Credit card (automatic),104.5,Fiber optic,Yes,Yes
Mailed check,52.5,DSL,Yes,Yes
Mailed check,56.1,DSL,Yes,No
Electronic check,88.75,Fiber optic,Yes,No
Electronic check,84.45,Fiber optic,No,Yes
Mailed check,75.3,DSL,Yes,No
Bank transfer (automatic),26.0,No,No internet service,No internet service
Electronic check,99.4,Fiber optic,Yes,No
Mailed check,109.55,Fiber optic,Yes,Yes
Mailed check,19.6,No,No internet service,No internet service
Electronic check,73.15,DSL,Yes,No
Mailed check,54.65,DSL,No,No
Bank transfer (automatic),66.4,DSL,Yes,Yes
Credit card (automatic),115.55,Fiber optic,Yes,Yes
Electronic check,104.45,Fiber optic,Yes,No
Credit card (automatic),100.05,Fiber optic,No,No
Electronic check,102.0,Fiber optic,No,Yes
Bank transfer (automatic),91.15,DSL,Yes,Yes
Electronic check,89.7,Fiber optic,No,No
Credit card (automatic),90.2,Fiber optic,Yes,Yes
Electronic check,92.4,DSL,Yes,Yes
Mailed check,19.9,No,No internet service,No internet service
Credit card (automatic),25.15,No,No internet service,No internet service
Credit card (automatic),79.85,Fiber optic,No,No
Bank transfer (automatic),18.85,No,No internet service,No internet service
Mailed check,25.75,No,No internet service,No internet service
Mailed check,49.6,DSL,No,No
Mailed check,20.95,No,No internet service,No internet service
Electronic check,97.05,Fiber optic,Yes,No
Bank transfer (automatic),25.4,No,No internet service,No internet service
Bank transfer (automatic),19.7,No,No internet service,No internet service
Mailed check,35.0,DSL,No,Yes
Bank transfer (automatic),101.25,Fiber optic,Yes,No
Electronic check,70.2,Fiber optic,No,No
Electronic check,90.95,Fiber optic,No,No
Credit card (automatic),73.85,DSL,No,Yes
Electronic check,88.05,Fiber optic,No,Yes
Credit card (automatic),105.95,Fiber optic,Yes,No
Electronic check,91.85,Fiber optic,Yes,No
Mailed check,20.1,No,No internet service,No internet service
Electronic check,40.1,DSL,No,No
Bank transfer (automatic),110.3,Fiber optic,No,Yes
Electronic check,73.9,Fiber optic,No,No
Mailed check,89.8,Fiber optic,No,No
Credit card (automatic),85.15,Fiber optic,No,Yes
Bank transfer (automatic),60.95,DSL,No,Yes
Electronic check,72.25,DSL,Yes,Yes
Mailed check,73.55,DSL,No,Yes
Mailed check,46.0,DSL,No,No
Bank transfer (automatic),58.55,DSL,No,Yes
Bank transfer (automatic),24.6,No,No internet service,No internet service
Mailed check,19.75,No,No internet service,No internet service
Mailed check,86.35,Fiber optic,No,Yes
Mailed check,25.5,No,No internet service,No internet service
Credit card (automatic),19.0,No,No internet service,No internet service
Mailed check,19.55,No,No internet service,No internet service
Credit card (automatic),110.1,Fiber optic,No,Yes
Electronic check,96.55,Fiber optic,No,No
Electronic check,69.75,Fiber optic,No,No
Electronic check,50.6,DSL,Yes,No
Bank transfer (automatic),65.6,DSL,Yes,Yes
Credit card (automatic),40.1,DSL,No,No
Credit card (automatic),82.1,DSL,Yes,No
Mailed check,79.1,Fiber optic,No,No
